UserID,Name,Surname,Email,Channel,RecordDate2_to_SA_Time,Duration,Age,Province,Race,Gender,time_buckets,Age_Band,Day_Type
892453,Eli ,Caves,Eli 291@yahoo.com,ICC Cricket World Cup 2011,3/26/16 17:33,2026-04-11T05:01:12.000Z,34,Gauteng,indian_asian,male,03. Evening,3. 25-34,Weekend
828799,Romeo ,Mastrangelo,Romeo 375@mailxyz.com,Channel O,2/28/16 10:09,2026-04-11T00:00:00.000Z,38,Mpumalanga,None,male,01. Morning,4. 35-44,Weekend
787656,Garry ,Sytsma,Garry 284@abcmail.com,Channel O,2/15/16 10:40,2026-04-11T00:11:15.000Z,26,Gauteng,black,male,01. Morning,3. 25-34,Weekday
939566,Bret ,Holt,Bret 314@abcmail.com,Supersport Live Events,1/9/16 17:40,2026-04-11T00:22:02.000Z,29,Mpumalanga,None,male,03. Evening,3. 25-34,Weekend
771778,Yong ,Paradis,Yong 484@abcmail.com,Supersport Live Events,2/5/16 15:47,2026-04-11T00:04:12.000Z,21,Eastern Cape,black,male,02. Afternoon,2. 18-24,Weekday
808915,Cory ,Mcclaine,Cory 105@mailxyz.com,SuperSport Blitz,2/20/16 7:34,2026-04-11T00:01:14.000Z,37,Kwazulu Natal,black,male,01. Morning,4. 35-44,Weekend
808915,Cory ,Mcclaine,Cory 105@mailxyz.com,Supersport Live Events,2/21/16 15:45,2026-04-11T00:00:50.000Z,37,Kwazulu Natal,black,male,02. Afternoon,4. 35-44,Weekend
808916,Donald ,Zweifel,Donald 224@abcmail.com,E! Entertainment,2/19/16 13:03,2026-04-11T00:01:42.000Z,43,Western Cape,None,male,02. Afternoon,4. 35-44,Weekday
808916,Donald ,Zweifel,Donald 224@abcmail.com,Boomerang,2/19/16 22:15,2026-04-11T00:00:00.000Z,43,Western Cape,None,male,03. Evening,4. 35-44,Weekday
831679,Hugh,Luthy,Hugh13@mail.com,Supersport Live Events,3/1/16 5:17,2026-04-11T00:00:50.000Z,27,Gauteng,coloured,male,01. Morning,3. 25-34,Weekday
808917,Carter ,Tatham,Carter 34@abcmail.com,Break in transmission,2/27/16 20:13,2026-04-11T00:00:26.000Z,34,Gauteng,black,male,03. Evening,3. 25-34,Weekend
808917,Carter ,Tatham,Carter 34@abcmail.com,Supersport Live Events,2/28/16 22:20,2026-04-11T00:00:24.000Z,34,Gauteng,black,male,03. Evening,3. 25-34,Weekend
939570,Emerson ,Marek,Emerson 244@abcmail.com,kykNET,3/31/16 1:52,2026-04-11T00:01:24.000Z,22,Gauteng,None,male,01. Morning,2. 18-24,Weekday
880213,Samuel ,Wigfall,Samuel 265@mailxyz.com,Africa Magic,3/30/16 21:13,2026-04-11T00:00:12.000Z,33,Gauteng,indian_asian,male,03. Evening,3. 25-34,Weekday
2255459,Michel ,Reisinger,Michel 201@yahoo.com,SawSee,3/9/16 10:51,2026-04-11T00:00:15.000Z,22,Mpumalanga,black,male,01. Morning,2. 18-24,Weekday
2255459,Michel ,Reisinger,Michel 201@yahoo.com,Channel O,3/29/16 4:23,2026-04-11T00:07:54.000Z,22,Mpumalanga,black,male,01. Morning,2. 18-24,Weekday
808921,Filiberto ,Pilot,Filiberto 44@abcmail.com,Trace TV,3/2/16 8:01,2026-04-11T00:18:27.000Z,24,Mpumalanga,black,male,01. Morning,2. 18-24,Weekday
808921,Filiberto ,Pilot,Filiberto 44@abcmail.com,Channel O,3/6/16 17:58,2026-04-11T00:00:48.000Z,24,Mpumalanga,black,male,03. Evening,2. 18-24,Weekend
831683,Len ,Paradis,Len 443@mail.com,CNN,2/25/16 21:48,2026-04-11T00:00:42.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekday
831683,Len ,Paradis,Len 443@mail.com,Africa Magic,2/25/16 17:59,2026-04-11T00:00:00.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekday
831683,Len ,Paradis,Len 443@mail.com,ICC Cricket World Cup 2011,3/4/16 9:21,2026-04-11T00:00:00.000Z,36,Kwazulu Natal,indian_asian,male,01. Morning,4. 35-44,Weekday
761775,Stacy ,Mcculloch,Stacy 271@yahoo.com,Cartoon Network,2/4/16 16:12,2026-04-11T00:02:15.000Z,24,Gauteng,None,male,02. Afternoon,2. 18-24,Weekday
761775,Stacy ,Mcculloch,Stacy 271@yahoo.com,SuperSport Blitz,1/25/16 17:59,2026-04-11T00:01:14.000Z,24,Gauteng,None,male,03. Evening,2. 18-24,Weekday
866131,Len ,Gettys,Len 445@mailxyz.com,Boomerang,3/7/16 19:16,2026-04-11T00:00:03.000Z,44,Western Cape,black,male,03. Evening,4. 35-44,Weekday
904019,Cordie ,Singer,Cordie 345@mailxyz.com,Africa Magic,3/29/16 18:03,2026-04-11T00:14:58.000Z,25,Gauteng,black,female,03. Evening,3. 25-34,Weekday
939575,Samuel ,Sieren,Samuel 261@yahoo.com,Africa Magic,3/10/16 23:30,2026-04-11T00:01:22.000Z,25,Gauteng,black,male,03. Evening,3. 25-34,Weekday
808923,Art ,Nicholls,Art 405@mailxyz.com,SuperSport Blitz,2/21/16 20:03,2026-04-11T00:01:12.000Z,23,Eastern Cape,other,male,03. Evening,2. 18-24,Weekend
808923,Art ,Nicholls,Art 405@mailxyz.com,Trace TV,2/17/16 20:45,2026-04-11T00:13:21.000Z,23,Eastern Cape,other,male,03. Evening,2. 18-24,Weekday
933014,Bernardo ,Marek,Bernardo 324@abcmail.com,Boomerang,4/1/16 1:24,2026-04-11T00:00:00.000Z,19,Limpopo,black,male,01. Morning,2. 18-24,Weekday
892461,Bernardo ,Paradis,Bernardo 323@mail.com,SawSee,3/12/16 10:24,2026-04-11T00:01:18.000Z,30,Kwazulu Natal,indian_asian,male,01. Morning,3. 25-34,Weekend
892461,Bernardo ,Paradis,Bernardo 323@mail.com,SawSee,3/9/16 5:54,2026-04-11T00:00:00.000Z,30,Kwazulu Natal,indian_asian,male,01. Morning,3. 25-34,Weekday
2255463,Filiberto ,Curran,Filiberto 41@yahoo.com,Boomerang,3/31/16 15:17,2026-04-11T00:00:54.000Z,43,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
808926,Bret ,Mccollum,Bret 313@mail.com,Supersport Live Events,2/19/16 9:20,2026-04-11T01:29:08.000Z,22,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
808926,Bret ,Mccollum,Bret 313@mail.com,Channel O,2/21/16 8:27,2026-04-11T00:01:48.000Z,22,Western Cape,coloured,male,01. Morning,2. 18-24,Weekend
808926,Bret ,Mccollum,Bret 313@mail.com,Trace TV,2/2/16 12:17,2026-04-11T00:01:06.000Z,22,Western Cape,coloured,male,02. Afternoon,2. 18-24,Weekday
808926,Bret ,Mccollum,Bret 313@mail.com,Supersport Live Events,2/25/16 8:38,2026-04-11T00:03:14.000Z,22,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
808926,Bret ,Mccollum,Bret 313@mail.com,Cartoon Network,2/18/16 14:00,2026-04-11T00:21:11.000Z,22,Western Cape,coloured,male,02. Afternoon,2. 18-24,Weekday
771783,Len ,Pascarella,Len 442@gmail.com,Trace TV,2/1/16 14:51,2026-04-11T00:04:45.000Z,23,Gauteng,indian_asian,male,02. Afternoon,2. 18-24,Weekday
771783,Len ,Pascarella,Len 442@gmail.com,SawSee,1/30/16 23:43,2026-04-11T00:00:13.000Z,23,Gauteng,indian_asian,male,03. Evening,2. 18-24,Weekend
2368357,Kip ,Curran,Kip 141@yahoo.com,SuperSport Blitz,3/2/16 14:32,2026-04-11T00:03:52.000Z,37,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
2368357,Kip ,Curran,Kip 141@yahoo.com,Supersport Live Events,3/8/16 12:46,2026-04-11T00:00:56.000Z,37,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
2368357,Kip ,Curran,Kip 141@yahoo.com,Cartoon Network,3/8/16 17:28,2026-04-11T00:00:00.000Z,37,Gauteng,black,male,03. Evening,4. 35-44,Weekday
2368357,Kip ,Curran,Kip 141@yahoo.com,Trace TV,3/8/16 17:28,2026-04-11T00:00:00.000Z,37,Gauteng,black,male,03. Evening,4. 35-44,Weekday
788616,Winona ,Wigfall,Winona 482@gmail.com,SuperSport Blitz,1/27/16 14:03,2026-04-11T00:00:06.000Z,44,Gauteng,black,female,02. Afternoon,4. 35-44,Weekday
771785,Kip ,Martello,Kip 141@yahoo.com,ICC Cricket World Cup 2011,2/28/16 18:53,2026-04-11T00:00:46.000Z,43,Gauteng,black,male,03. Evening,4. 35-44,Weekend
630977,Stacy ,Wigfall,Stacy 274@abcmail.com,Trace TV,1/16/16 11:52,2026-04-11T00:00:15.000Z,28,Gauteng,coloured,male,01. Morning,3. 25-34,Weekend
808928,Hugh,Borelli,Hugh13@mail.com,Channel O,2/13/16 21:35,2026-04-11T00:05:30.000Z,35,Gauteng,black,male,03. Evening,4. 35-44,Weekend
808928,Hugh,Borelli,Hugh13@mail.com,ICC Cricket World Cup 2011,3/1/16 14:15,2026-04-11T00:00:00.000Z,35,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
831694,Filiberto ,Tancredi,Filiberto 41@yahoo.com,Africa Magic,3/2/16 0:07,2026-04-11T00:00:02.000Z,25,Limpopo,None,male,01. Morning,3. 25-34,Weekday
808929,Winona ,Wigfall,Winona 141@yahoo.com,Africa Magic,1/11/16 20:18,2026-04-11T00:00:57.000Z,32,Eastern Cape,black,female,03. Evening,3. 25-34,Weekday
808929,Winona ,Wigfall,Winona 141@yahoo.com,Cartoon Network,1/24/16 20:35,2026-04-11T01:32:32.000Z,32,Eastern Cape,black,female,03. Evening,3. 25-34,Weekend
892465,Bret ,Luthy,Bret 314@abcmail.com,Cartoon Network,3/13/16 20:39,2026-04-11T00:02:31.000Z,36,Gauteng,black,male,03. Evening,4. 35-44,Weekend
892465,Bret ,Luthy,Bret 314@abcmail.com,Channel O,3/14/16 12:38,2026-04-11T00:00:36.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
892465,Bret ,Luthy,Bret 314@abcmail.com,CNN,3/18/16 16:04,2026-04-11T00:00:37.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
892465,Bret ,Luthy,Bret 314@abcmail.com,Vuzu,3/19/16 9:23,2026-04-11T00:00:20.000Z,36,Gauteng,black,male,01. Morning,4. 35-44,Weekend
892465,Bret ,Luthy,Bret 314@abcmail.com,Africa Magic,3/31/16 12:45,2026-04-11T00:00:08.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
892465,Bret ,Luthy,Bret 314@abcmail.com,Africa Magic,3/30/16 16:13,2026-04-11T00:00:26.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
820335,Shane ,Roquemore,Shane 22@gmail.com,ICC Cricket World Cup 2011,3/8/16 11:19,2026-04-11T00:22:56.000Z,17,Gauteng,indian_asian,male,01. Morning,1. Under 18,Weekday
820335,Shane ,Roquemore,Shane 22@gmail.com,Cartoon Network,3/19/16 7:10,2026-04-11T00:00:06.000Z,17,Gauteng,indian_asian,male,01. Morning,1. Under 18,Weekend
820335,Shane ,Roquemore,Shane 22@gmail.com,ICC Cricket World Cup 2011,3/12/16 11:38,2026-04-11T00:00:38.000Z,17,Gauteng,indian_asian,male,01. Morning,1. Under 18,Weekend
820335,Shane ,Roquemore,Shane 22@gmail.com,ICC Cricket World Cup 2011,3/12/16 11:48,2026-04-11T00:01:52.000Z,17,Gauteng,indian_asian,male,01. Morning,1. Under 18,Weekend
820335,Shane ,Roquemore,Shane 22@gmail.com,ICC Cricket World Cup 2011,3/9/16 15:14,2026-04-11T00:27:16.000Z,17,Gauteng,indian_asian,male,02. Afternoon,1. Under 18,Weekday
820335,Shane ,Roquemore,Shane 22@gmail.com,ICC Cricket World Cup 2011,3/26/16 14:44,2026-04-11T00:04:22.000Z,17,Gauteng,indian_asian,male,02. Afternoon,1. Under 18,Weekend
830836,Yong ,Holt,Yong 485@mailxyz.com,Boomerang,3/2/16 13:07,2026-04-11T00:00:07.000Z,21,Free State,None,male,02. Afternoon,2. 18-24,Weekday
770963,None,None,Roxane 52@gmail.com,Supersport Live Events,3/24/16 11:45,2026-04-11T00:23:04.000Z,0,None,None,None,01. Morning,1. Under 18,Weekday
770963,None,None,Roxane 52@gmail.com,ICC Cricket World Cup 2011,2/25/16 11:28,2026-04-11T00:06:10.000Z,0,None,None,None,01. Morning,1. Under 18,Weekday
904035,Jacinto ,Hier,Jacinto 252@gmail.com,E! Entertainment,3/29/16 21:34,2026-04-11T00:05:42.000Z,23,Gauteng,black,male,03. Evening,2. 18-24,Weekday
868888,Donald ,Mccown,Donald 223@mail.com,ICC Cricket World Cup 2011,3/30/16 13:55,2026-04-11T00:06:54.000Z,21,Gauteng,indian_asian,male,02. Afternoon,2. 18-24,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,Supersport Live Events,2/22/16 10:29,2026-04-11T00:01:28.000Z,35,Limpopo,indian_asian,male,01. Morning,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,3/2/16 11:38,2026-04-11T00:04:30.000Z,35,Limpopo,indian_asian,male,01. Morning,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,3/11/16 10:40,2026-04-11T00:00:00.000Z,35,Limpopo,indian_asian,male,01. Morning,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,2/24/16 13:23,2026-04-11T00:03:56.000Z,35,Limpopo,indian_asian,male,02. Afternoon,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,2/24/16 10:33,2026-04-11T00:03:44.000Z,35,Limpopo,indian_asian,male,01. Morning,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,Supersport Live Events,2/27/16 19:11,2026-04-11T00:00:28.000Z,35,Limpopo,indian_asian,male,03. Evening,4. 35-44,Weekend
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,2/23/16 17:26,2026-04-11T00:00:08.000Z,35,Limpopo,indian_asian,male,03. Evening,4. 35-44,Weekday
808930,Claud ,Marek,Claud 345@mailxyz.com,ICC Cricket World Cup 2011,3/30/16 14:19,2026-04-11T00:23:08.000Z,35,Limpopo,indian_asian,male,02. Afternoon,4. 35-44,Weekday
879414,Loyd ,Caves,Loyd 495@mailxyz.com,CNN,3/31/16 23:19,2026-04-11T00:00:52.000Z,30,Western Cape,coloured,male,03. Evening,3. 25-34,Weekday
771791,Shane ,Luthy,Shane 24@abcmail.com,Channel O,3/14/16 13:51,2026-04-11T00:02:54.000Z,34,Gauteng,black,male,02. Afternoon,3. 25-34,Weekday
771791,Shane ,Luthy,Shane 24@abcmail.com,M-Net,3/6/16 7:02,2026-04-11T00:01:43.000Z,34,Gauteng,black,male,01. Morning,3. 25-34,Weekend
819259,Dia ,Arrieta,Dia 475@mailxyz.com,Supersport Live Events,2/26/16 17:53,2026-04-11T00:01:44.000Z,10,Western Cape,white,female,03. Evening,1. Under 18,Weekday
2285528,Filiberto ,Crotty,Filiberto 44@abcmail.com,ICC Cricket World Cup 2011,3/15/16 12:20,2026-04-11T00:53:50.000Z,26,Western Cape,None,male,02. Afternoon,3. 25-34,Weekday
868892,Raymundo ,Creager,Raymundo 432@gmail.com,Trace TV,3/12/16 16:47,2026-04-11T00:05:54.000Z,20,Gauteng,black,male,02. Afternoon,2. 18-24,Weekend
808971,Jacinto ,Mccollum,Jacinto 254@abcmail.com,Boomerang,2/8/16 12:45,2026-04-11T00:00:14.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
868892,Raymundo ,Creager,Raymundo 432@gmail.com,Channel O,3/10/16 12:50,2026-04-11T00:01:42.000Z,20,Gauteng,black,male,02. Afternoon,2. 18-24,Weekday
866251,Filiberto ,Mina,Filiberto 41@yahoo.com,Boomerang,3/10/16 21:13,2026-04-11T00:04:31.000Z,30,Gauteng,black,male,03. Evening,3. 25-34,Weekday
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,CNN,2/11/16 21:35,2026-04-11T00:20:39.000Z,36,Gauteng,black,male,03. Evening,4. 35-44,Weekday
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,E! Entertainment,1/20/16 7:20,2026-04-11T00:06:16.000Z,36,Gauteng,black,male,01. Morning,4. 35-44,Weekday
779369,Dee ,Mastrangelo,Dee 211@yahoo.com,CNN,1/18/16 15:06,2026-04-11T00:13:19.000Z,36,Gauteng,black,male,02. Afternoon,4. 35-44,Weekday
1281997,Carlota ,Tancredi,Carlota 273@mail.com,Cartoon Network,2/20/16 18:51,2026-04-11T00:00:35.000Z,14,Free State,coloured,female,03. Evening,1. Under 18,Weekend
615057,Anette ,Leicht,Anette 341@yahoo.com,Channel O,1/10/16 9:34,2026-04-11T00:14:12.000Z,25,Limpopo,black,female,01. Morning,3. 25-34,Weekend
786055,Williemae ,Holt,Williemae 484@abcmail.com,Channel O,1/19/16 20:42,2026-04-11T00:01:03.000Z,25,Gauteng,white,female,03. Evening,3. 25-34,Weekday
786055,Williemae ,Holt,Williemae 484@abcmail.com,DStv Events 1,1/18/16 19:49,2026-04-11T00:02:25.000Z,25,Gauteng,white,female,03. Evening,3. 25-34,Weekday
850656,Carter ,Hoadley,Carter 33@mail.com,Africa Magic,3/5/16 23:12,2026-04-11T00:00:17.000Z,26,Mpumalanga,black,male,03. Evening,3. 25-34,Weekend
850656,Carter ,Hoadley,Carter 33@mail.com,Channel O,3/6/16 7:25,2026-04-11T00:00:00.000Z,26,Mpumalanga,black,male,01. Morning,3. 25-34,Weekend
850656,Carter ,Hoadley,Carter 33@mail.com,Africa Magic,3/6/16 9:09,2026-04-11T00:00:00.000Z,26,Mpumalanga,black,male,01. Morning,3. 25-34,Weekend
2368365,Loyd ,Pascarella,Loyd 494@abcmail.com,ICC Cricket World Cup 2011,3/30/16 13:17,2026-04-11T00:38:12.000Z,27,Limpopo,coloured,male,02. Afternoon,3. 25-34,Weekday
764296,Royal ,Pascarella,Royal 175@mailxyz.com,E! Entertainment,2/4/16 10:42,2026-04-11T00:02:26.000Z,23,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
764296,Royal ,Pascarella,Royal 175@mailxyz.com,Trace TV,2/1/16 22:10,2026-04-11T00:00:00.000Z,23,Western Cape,coloured,male,03. Evening,2. 18-24,Weekday
779373,Loyd ,Beville,Loyd 492@gmail.com,CNN,2/28/16 7:58,2026-04-11T00:06:27.000Z,40,Limpopo,black,male,01. Morning,4. 35-44,Weekend
771793,Anette ,Leicht,Anette 143@mail.com,Supersport Live Events,1/5/16 23:33,2026-04-11T00:04:56.000Z,40,Western Cape,indian_asian,female,03. Evening,4. 35-44,Weekday
771793,Anette ,Leicht,Anette 143@mail.com,Supersport Live Events,1/10/16 6:43,2026-04-11T00:00:00.000Z,40,Western Cape,indian_asian,female,01. Morning,4. 35-44,Weekend
771793,Anette ,Leicht,Anette 143@mail.com,Trace TV,2/18/16 22:23,2026-04-11T00:00:42.000Z,40,Western Cape,indian_asian,female,03. Evening,4. 35-44,Weekday
771793,Anette ,Leicht,Anette 143@mail.com,Trace TV,2/12/16 2:38,2026-04-11T00:02:33.000Z,40,Western Cape,indian_asian,female,01. Morning,4. 35-44,Weekday
1106084,Hyman ,Mosser,Hyman 82@gmail.com,Channel O,3/22/16 20:50,2026-04-11T00:11:39.000Z,37,Gauteng,black,male,03. Evening,4. 35-44,Weekday
1106084,Hyman ,Mosser,Hyman 82@gmail.com,Supersport Live Events,3/5/16 19:30,2026-04-11T00:00:54.000Z,37,Gauteng,black,male,03. Evening,4. 35-44,Weekend
1106084,Hyman ,Mosser,Hyman 82@gmail.com,ICC Cricket World Cup 2011,3/6/16 11:20,2026-04-11T00:11:24.000Z,37,Gauteng,black,male,01. Morning,4. 35-44,Weekend
1106084,Hyman ,Mosser,Hyman 82@gmail.com,Trace TV,3/9/16 6:54,2026-04-11T00:03:24.000Z,37,Gauteng,black,male,01. Morning,4. 35-44,Weekday
1106084,Hyman ,Mosser,Hyman 82@gmail.com,Channel O,3/9/16 20:00,2026-04-11T00:04:39.000Z,37,Gauteng,black,male,03. Evening,4. 35-44,Weekday
868895,Kip ,Paradis,Kip 144@abcmail.com,Trace TV,3/15/16 1:35,2026-04-11T00:13:48.000Z,23,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
868895,Kip ,Paradis,Kip 144@abcmail.com,ICC Cricket World Cup 2011,3/12/16 14:18,2026-04-11T00:38:02.000Z,23,Western Cape,coloured,male,02. Afternoon,2. 18-24,Weekend
868895,Kip ,Paradis,Kip 144@abcmail.com,Trace TV,3/12/16 14:19,2026-04-11T00:01:09.000Z,23,Western Cape,coloured,male,02. Afternoon,2. 18-24,Weekend
868895,Kip ,Paradis,Kip 144@abcmail.com,ICC Cricket World Cup 2011,3/16/16 2:02,2026-04-11T00:02:00.000Z,23,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
868895,Kip ,Paradis,Kip 144@abcmail.com,Channel O,3/16/16 2:14,2026-04-11T00:03:18.000Z,23,Western Cape,coloured,male,01. Morning,2. 18-24,Weekday
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,3/24/16 14:17,2026-04-11T00:12:40.000Z,36,Kwazulu Natal,indian_asian,male,02. Afternoon,4. 35-44,Weekday
808934,Claud ,Woolard,Claud 344@abcmail.com,Boomerang,3/11/16 18:58,2026-04-11T00:05:30.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekday
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,2/6/16 8:56,2026-04-11T00:00:00.000Z,36,Kwazulu Natal,indian_asian,male,01. Morning,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,Trace TV,2/6/16 12:38,2026-04-11T00:04:03.000Z,36,Kwazulu Natal,indian_asian,male,02. Afternoon,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,2/6/16 21:55,2026-04-11T00:03:38.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,Trace TV,3/6/16 14:38,2026-04-11T00:04:57.000Z,36,Kwazulu Natal,indian_asian,male,02. Afternoon,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,SuperSport Blitz,2/12/16 19:16,2026-04-11T00:02:42.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekday
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,3/6/16 15:58,2026-04-11T00:01:02.000Z,36,Kwazulu Natal,indian_asian,male,02. Afternoon,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,3/6/16 16:00,2026-04-11T00:01:38.000Z,36,Kwazulu Natal,indian_asian,male,02. Afternoon,4. 35-44,Weekend
808934,Claud ,Woolard,Claud 344@abcmail.com,Supersport Live Events,3/27/16 18:07,2026-04-11T00:01:30.000Z,36,Kwazulu Natal,indian_asian,male,03. Evening,4. 35-44,Weekend
939592,Brendan ,Mccown,Brendan 455@mailxyz.com,Supersport Live Events,3/27/16 16:51,2026-04-11T00:17:32.000Z,34,Western Cape,coloured,male,02. Afternoon,3. 25-34,Weekend
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,SuperSport Blitz,2/5/16 17:17,2026-04-11T00:27:14.000Z,35,Western Cape,coloured,male,03. Evening,4. 35-44,Weekday
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,Supersport Live Events,3/24/16 12:46,2026-04-11T00:02:28.000Z,35,Western Cape,coloured,male,02. Afternoon,4. 35-44,Weekday
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,Channel O,2/6/16 18:10,2026-04-11T00:00:51.000Z,35,Western Cape,coloured,male,03. Evening,4. 35-44,Weekend
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,Supersport Live Events,2/6/16 18:18,2026-04-11T00:00:18.000Z,35,Western Cape,coloured,male,03. Evening,4. 35-44,Weekend
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,Supersport Live Events,3/27/16 18:58,2026-04-11T00:24:10.000Z,35,Western Cape,coloured,male,03. Evening,4. 35-44,Weekend
771796,Jacinto ,Mcclaine,Jacinto 251@yahoo.com,Supersport Live Events,3/26/16 19:00,2026-04-11T01:44:38.000Z,35,Western Cape,coloured,male,03. Evening,4. 35-44,Weekend
889840,Stefan ,Paradis,Stefan 463@mail.com,Supersport Live Events,3/20/16 22:18,2026-04-11T00:00:00.000Z,31,Mpumalanga,black,male,03. Evening,3. 25-34,Weekend
2368371,Markus ,Arrieta,Markus 195@mailxyz.com,Supersport Live Events,3/26/16 12:25,2026-04-11T00:08:12.000Z,44,Western Cape,coloured,male,02. Afternoon,4. 35-44,Weekend
617535,Stefan ,Reisinger,Stefan 464@abcmail.com,Africa Magic,1/11/16 22:08,2026-04-11T00:00:11.000Z,40,Gauteng,indian_asian,male,03. Evening,4. 35-44,Weekday
617961,Robby ,Mosser,Robby 165@mailxyz.com,Boomerang,2/1/16 0:06,2026-04-11T00:09:11.000Z,30,Mpumalanga,indian_asian,male,01. Morning,3. 25-34,Weekday
771797,Randy ,Beville,Randy 395@mailxyz.com,SuperSport Blitz,2/3/16 15:31,2026-04-11T00:00:32.000Z,35,Gauteng,None,male,02. Afternoon,4. 35-44,Weekday
